Booking ID,Date of Booking,Customer ID,Gender,Age,Origin Country,Hotel Name,Hotel Rating,Booking Price[SGD],Discount
DDMY00250,1/18/2010,MY00051,Male,25,Malaysia,Harbor Hotel,4.6, 219 ,25%
DDID00251,1/19/2010,ID00033,Female,30,Indonesia,Hello Home,4.6, 313 ,5%
DDVN00252,1/19/2010,VN00017,Male,24,Vietnam,Rodeway Inn,3.8, 93 ,2%
DDSG00253,1/19/2010,SG00052,Female,32,Singapore,Voyage,4.3, 142 ,3%
DDID00254,1/19/2010,ID00034,Female,53,Indonesia,Noble Avenue B&B,4.6, 371 ,2%
DDSG00255,1/19/2010,SG00053,Male,47,Singapore,Hotel Tropicana,4.6, 313 ,5%
DDSG00256,1/19/2010,SG00054,Female,33,Singapore,The Beekman,4.6, 371 ,20%
DDKH00257,1/20/2010,KH00026,Female,33,Cambodia,Sonesta Suites,4.5, 243 ,3%
DDKH00258,1/20/2010,KH00027,Male,47,Cambodia,Golden Gate B&B,4.3, 198 ,7%
DDVN00259,1/20/2010,VN00018,Female,36,Vietnam,Radisson Hotel,4.1, 131 ,7%
DDTH00260,1/20/2010,TH00051,Male,55,Thailand,Radisson Hotel,3.3, 88 ,12%
DDMY00261,1/20/2010,MY00052,Female,25,Malaysia,The Standard High Line,4.6, 371 ,20%
DDVN00262,1/20/2010,VN00019,Male,50,Vietnam,Fairytale B&B,4.4, 161 ,21%
DDPH00263,1/20/2010,PH00026,Female,54,Philippines,Waldorf Astoria,4.3, 162 ,5%
DDMY00264,1/20/2010,MY00053,Female,22,Malaysia,Crescent Resort,4.4, 251 ,19%
DDSG00265,1/20/2010,SG00055,Male,36,Singapore,The Ivy Boutique Hotel,4.6, 333 ,12%
DDPH00266,1/20/2010,PH00027,Female,30,Philippines,Voyage Resort,4.2, 98 ,4%
DDMY00267,1/20/2010,MY00054,Female,19,Malaysia,The Earth Pure,4.3, 243 ,10%
DDMY00268,1/20/2010,MY00055,Female,34,Malaysia,Hotel Volga,4.1, 132 ,24%
DDID00269,1/20/2010,ID00035,Male,25,Indonesia,Wedgewood Resort,4.5, 253 ,1%
DDKH00270,1/21/2010,KH00028,Male,34,Cambodia,Harbor Hotel,3.3, 78 ,21%
DDPH00271,1/21/2010,PH00028,Male,28,Philippines,Brownstone Hotel,4.3, 188 ,16%
DDID00272,1/21/2010,ID00036,Female,40,Indonesia,The Beekman,4.5, 338 ,22%
DDTH00273,1/21/2010,TH00052,Male,30,Thailand,6-Star Food Service,4.4, 97 ,21%
DDVN00274,1/21/2010,VN00020,Female,51,Vietnam,Grand & Epic,4.6, 459 ,11%
DDID00275,1/21/2010,ID00037,Female,25,Indonesia,The Neighborhood B&B,4.4, 97 ,20%
DDID00276,1/21/2010,ID00038,Male,23,Indonesia,Greentops Hotels,4.1, 162 ,19%
DDMY00277,1/21/2010,MY00056,Female,22,Malaysia,Dreamy Desert Suites,3.8, 93 ,23%
DDTH00278,1/21/2010,TH00053,Female,53,Thailand,Firefly,4.3, 198 ,23%
DDPH00279,1/21/2010,PH00029,Male,24,Philippines,Noble Den Hotel,4.6, 222 ,2%
DDMY00280,1/21/2010,MY00057,Male,34,Malaysia,Asaba,4.6, 291 ,9%
DDVN00281,1/21/2010,VN00021,Female,26,Vietnam,The Pyramid Hotel,4.6, 316 ,7%
DDTH00282,1/21/2010,TH00054,Male,32,Thailand,The Fresco Hotel,4.7, 309 ,22%
DDMY00283,1/21/2010,MY00058,Male,31,Malaysia,Hotel Diva,4.3, 158 ,1%
DDKH00284,1/21/2010,KH00029,Female,27,Cambodia,Hotel Happy springs,3.7, 80 ,21%
DDVN00285,1/22/2010,VN00022,Female,26,Vietnam,Tranquil Acres,4.2, 234 ,16%
DDSG00286,1/22/2010,SG00056,Male,22,Singapore,Inn of Chicago,4.4, 251 ,20%
DDVN00287,1/22/2010,VN00023,Male,56,Vietnam,Wonder Hill Inn,4.6, 316 ,0%
DDID00288,1/22/2010,ID00039,Female,55,Indonesia,Hotel Da Viva,4.3, 142 ,5%
DDKH00289,1/22/2010,KH00030,Male,27,Cambodia,Sun And Sand Hotel,4.3, 155 ,2%
DDTH00290,1/22/2010,TH00055,Female,32,Thailand,The Peninsula Beverly Hills,4.5, 357 ,4%
DDMY00291,1/22/2010,MY00059,Male,25,Malaysia,Sunrise Thicket Hotel,4.2, 213 ,11%
DDVN00292,1/22/2010,VN00024,Female,53,Vietnam,Brooklyn Hotel,3.8, 98 ,3%
DDTH00293,1/22/2010,TH00056,Female,29,Thailand,Star of Africa B&B,4.6, 222 ,3%
DDMY00294,1/22/2010,MY00060,Male,50,Malaysia,Green Lushy Resorts,4.1, 133 ,15%
DDID00295,1/22/2010,ID00040,Male,49,Indonesia,Seacoast Hotel,4.6, 371 ,18%
DDVN00296,1/22/2010,VN00025,Male,43,Vietnam,Villa Florence,4.5, 214 ,5%
DDSG00297,1/23/2010,SG00057,Female,22,Singapore,Backyard B&B,4.5, 347 ,11%
DDTH00298,1/23/2010,TH00057,Male,51,Thailand,Sea Sights Resorts,4.1, 152 ,22%
DDTH00299,1/23/2010,TH00058,Female,36,Thailand,Small Town B&B,4.5, 214 ,6%
DDSG00300,1/23/2010,SG00058,Female,34,Singapore,Wonder Cuzzi Motels,3.8, 99 ,24%
DDTH00301,1/23/2010,TH00059,Female,39,Thailand,Opportunity Resort,4.4, 291 ,1%
DDKH00302,1/23/2010,KH00031,Male,33,Cambodia,The Avenida Hotel,3.8, 93 ,10%
DDPH00303,1/23/2010,PH00030,Female,49,Philippines,Comfort Inn,4.1, 133 ,13%
DDTH00304,1/23/2010,TH00060,Male,30,Thailand,Grand Beach Hotel,3.8, 93 ,9%
DDID00305,1/23/2010,ID00041,Female,50,Indonesia,Blossom Bed & Breakfast Like Home B&B,3.8, 93 ,12%
DDKH00306,1/23/2010,KH00032,Female,36,Cambodia,Galactic Hotel,4.6, 291 ,12%
DDID00307,1/23/2010,ID00042,Male,26,Indonesia,The Blackstone,4.6, 195 ,15%
DDSG00308,1/23/2010,SG00059,Male,32,Singapore,The Lakefront,4.2, 165 ,15%
DDPH00309,1/24/2010,PH00031,Female,43,Philippines,Beachwalk Resort,4.6, 313 ,20%
DDMY00310,1/24/2010,MY00061,Male,34,Malaysia,The Goldberg Hotel,4.5, 214 ,3%
DDTH00311,1/24/2010,TH00061,Female,50,Thailand,Azure Expanse Hotel & Spa,4.6, 313 ,21%
DDSG00312,1/24/2010,SG00060,Male,32,Singapore,Hotel Diva,3.3, 88 ,6%
DDTH00313,1/24/2010,TH00062,Female,56,Thailand,The Westin,4.6, 219 ,21%
DDKH00314,1/24/2010,KH00033,Male,56,Cambodia,Moonlight,4.2, 430 ,17%
DDMY00315,1/24/2010,MY00062,Female,49,Malaysia,Millennium Times Square,4.2, 254 ,5%
DDTH00316,1/24/2010,TH00063,Female,49,Thailand,The Harbor Hotel,4.6, 313 ,17%
DDPH00317,1/24/2010,PH00032,Male,55,Philippines,Southern Ocean Lodge,4.2, 213 ,18%
DDMY00318,1/24/2010,MY00063,Female,46,Malaysia,Platinum Food team,4.2, 430 ,22%
DDMY00319,1/24/2010,MY00064,Male,35,Malaysia,The Avenida Hotel,4.4, 291 ,10%
DDSG00320,1/24/2010,SG00061,Female,29,Singapore,Blue Moon Hotel,4.4, 251 ,16%
DDMY00321,1/24/2010,MY00065,Male,40,Malaysia,Queen’s Lion,3.8, 93 ,13%
DDID00322,1/24/2010,ID00043,Male,28,Indonesia,The Lucky Rabbit B&B,4.6, 291 ,23%
DDTH00323,1/25/2010,TH00064,Female,45,Thailand,Mofo Cuzzi Inn,4.1, 323 ,20%
DDMY00324,1/25/2010,MY00066,Female,38,Malaysia,Sunset’s View,4.2, 430 ,19%
DDMY00325,1/25/2010,MY00067,Female,48,Malaysia,The Lowell,3.3, 88 ,5%
DDID00326,1/25/2010,ID00044,Female,57,Indonesia,Fountain Fun,4.5, 357 ,5%
DDSG00327,1/25/2010,SG00062,Female,48,Singapore,Triple Creek Ranch,4.2, 146 ,13%
DDID00328,1/25/2010,ID00045,Female,37,Indonesia,Heartland Inn,3.8, 93 ,8%
DDVN00329,1/25/2010,VN00026,Male,56,Vietnam,Galaxy Motel,4.5, 329 ,20%
DDID00330,1/25/2010,ID00046,Male,31,Indonesia,Hotel Vertigo,4.2, 312 ,12%
DDTH00331,1/25/2010,TH00065,Female,46,Thailand,Four Seasons Hotel Gresham Palace,4.2, 98 ,4%
DDVN00332,1/25/2010,VN00027,Female,38,Vietnam,The Gregory Hotel,4.1, 162 ,11%
DDID00333,1/25/2010,ID00047,Male,26,Indonesia,Freehand,4.1, 132 ,18%
DDKH00334,1/25/2010,KH00034,Female,26,Cambodia,Spring Brook,3.8, 98 ,15%
DDVN00335,1/25/2010,VN00028,Female,22,Vietnam,Rose Thicket Resort,4.6, 222 ,11%
DDID00336,1/26/2010,ID00048,Female,55,Indonesia,Jack Summer Inn,4.3, 132 ,9%
DDMY00337,1/26/2010,MY00068,Female,46,Malaysia,Silversmith Hotel,4.1, 132 ,11%
DDID00338,1/26/2010,ID00049,Female,19,Indonesia,Tiny Digs Hotel,4.2, 146 ,5%
DDTH00339,1/26/2010,TH00066,Male,49,Thailand,Shade Tree B&B,4.5, 338 ,15%
DDSG00340,1/26/2010,SG00063,Female,52,Singapore,Family Ties,4.4, 97 ,18%
DDMY00341,1/26/2010,MY00069,Male,28,Malaysia,Bluewind Suites,4.3, 162 ,16%
DDKH00342,1/26/2010,KH00035,Male,55,Cambodia,Opportunity Resort,4.4, 161 ,20%
DDMY00343,1/26/2010,MY00070,Female,46,Malaysia,Walkabout Beach,4.4, 97 ,13%
DDSG00344,1/26/2010,SG00064,Male,46,Singapore,Chestnut Tree Inn,4.5, 161 ,20%
DDID00345,1/26/2010,ID00050,Male,30,Indonesia,Urbanica,3.7, 80 ,19%
DDTH00346,1/26/2010,TH00067,Female,26,Thailand,Green Tortoise Hostel,4.4, 97 ,22%
DDID00347,1/26/2010,ID00051,Female,49,Indonesia,Wentworth Mansion,4.1, 133 ,1%
DDMY00348,1/26/2010,MY00071,Female,19,Malaysia,Breeze Blows Motel,4.6, 222 ,16%
DDKH00349,1/26/2010,KH00036,Male,39,Cambodia,Crescent Resort,4.6, 313 ,13%
DDKH00350,1/26/2010,KH00037,Male,52,Cambodia,Sapphires Hotel,4.7, 309 ,8%
DDKH00351,1/26/2010,KH00038,Female,49,Cambodia,Chestnut Tree Inn,3.8, 98 ,21%
DDTH00352,1/26/2010,TH00068,Male,38,Thailand,Denali Perch Resort,3.7, 80 ,8%
DDMY00353,1/26/2010,MY00072,Male,42,Malaysia,Ramada Hollywood,3.9, 116 ,21%
DDTH00354,1/26/2010,TH00069,Male,40,Thailand,Royal Villa Hotel,4.5, 161 ,23%
DDSG00355,1/27/2010,SG00065,Male,28,Singapore,Wonder Cuzzi Motels,4.6, 371 ,16%
DDSG00356,1/27/2010,SG00066,Male,57,Singapore,Premier Travel Inn,3.7, 80 ,18%
DDVN00357,1/27/2010,VN00029,Male,45,Vietnam,Ballyfin,4.2, 254 ,16%
DDTH00358,1/27/2010,TH00070,Female,44,Thailand,Happy Hotel,3.7, 80 ,8%
DDMY00359,1/27/2010,MY00073,Male,33,Malaysia,Hotel Vitale,4.4, 291 ,2%
DDMY00360,1/27/2010,MY00074,Female,19,Malaysia,The Sebastian Vail,4.4, 161 ,0%
DDID00361,1/27/2010,ID00052,Female,29,Indonesia,Green Tortoise Hostel,4.4, 161 ,23%
DDPH00362,1/27/2010,PH00033,Female,51,Philippines,Bonnie’s Balcony,4.3, 155 ,9%
DDTH00363,1/27/2010,TH00071,Male,57,Thailand,Island Resort,4.7, 309 ,0%
DDSG00364,1/27/2010,SG00067,Female,30,Singapore,Brownstone Hotel,4.4, 97 ,7%
DDID00365,1/27/2010,ID00053,Female,34,Indonesia,The River Front,3.8, 93 ,13%
DDPH00366,1/27/2010,PH00034,Male,19,Philippines,A To B&B,4.5, 338 ,23%
DDSG00367,1/27/2010,SG00068,Female,38,Singapore,Queen’s Lion,4.5, 329 ,13%
DDMY00368,1/27/2010,MY00075,Male,36,Malaysia,Freehand,3.8, 99 ,8%
DDVN00369,1/27/2010,VN00030,Male,29,Vietnam,Woodlark,4.6, 371 ,12%
DDSG00370,1/27/2010,SG00069,Female,43,Singapore,White Dove Hotels,4.1, 131 ,20%
DDTH00371,1/27/2010,TH00072,Male,29,Thailand,The Venetian,4.5, 338 ,13%
DDID00372,1/28/2010,ID00054,Female,49,Indonesia,Four Seasons Hotel,4.1, 131 ,16%
DDSG00373,1/28/2010,SG00070,Female,39,Singapore,Hotel Agoura,4.6, 106 ,13%
DDID00374,1/28/2010,ID00055,Male,55,Indonesia,The Watson Hotel,4.7, 309 ,22%
DDKH00375,1/28/2010,KH00039,Female,38,Cambodia,Jade Bay Resort,4.7, 309 ,4%
DDMY00376,1/28/2010,MY00076,Male,46,Malaysia,Entrada Resort,4.5, 357 ,25%
DDMY00377,1/28/2010,MY00077,Female,45,Malaysia,Hardywood Hotel,4.6, 222 ,14%
DDTH00378,1/28/2010,TH00073,Female,44,Thailand,The Quest Suites,4.3, 125 ,18%
DDKH00379,1/28/2010,KH00040,Female,53,Cambodia,Sunny Canopy,4.6, 333 ,1%
DDVN00380,1/28/2010,VN00031,Female,39,Vietnam,St Regis Hotels,4.5, 357 ,6%
DDPH00381,1/28/2010,PH00035,Female,34,Philippines,Dreamland Guest Home,4.1, 162 ,13%
DDSG00382,1/28/2010,SG00071,Female,21,Singapore,Quality Hotels,4.4, 251 ,3%
DDVN00383,1/28/2010,VN00032,Female,35,Vietnam,Fairytale B&B,4.4, 161 ,11%
DDSG00384,1/28/2010,SG00072,Female,42,Singapore,Alaska’s Island Resort,4.6, 470 ,13%
DDTH00385,1/28/2010,TH00074,Male,19,Thailand,Stepping Stone B&B,4.5, 329 ,2%
DDPH00386,1/28/2010,PH00036,Female,58,Philippines,A To B&B,4.6, 219 ,23%
DDSG00387,1/28/2010,SG00073,Female,53,Singapore,Hotel Fusion,4.5, 161 ,15%
DDTH00388,1/28/2010,TH00075,Female,42,Thailand,Galactic Hotel,4.5, 214 ,22%
DDTH00389,1/28/2010,TH00076,Male,54,Thailand,Parallel Shrine,4.6, 291 ,25%
DDSG00390,1/29/2010,SG00074,Male,43,Singapore,Yotel New York,4.2, 420 ,21%
DDSG00391,1/29/2010,SG00075,Female,34,Singapore,The Better Inn,4.6, 212 ,22%
DDPH00392,1/29/2010,PH00037,Male,21,Philippines,Spring Brook,4.1, 162 ,9%
DDPH00393,1/29/2010,PH00038,Male,24,Philippines,Hotel The Pie,4.5, 338 ,3%
DDPH00394,1/29/2010,PH00039,Female,37,Philippines,Goldencrest Motel,4.5, 253 ,8%
DDSG00395,1/29/2010,SG00076,Female,46,Singapore,Entrada Resort,4.3, 158 ,10%
DDTH00396,1/29/2010,TH00077,Female,49,Thailand,Crescent Resort,3.7, 80 ,24%
DDMY00397,1/29/2010,MY00078,Male,58,Malaysia,El Dorado Hotels,4.6, 371 ,17%
DDTH00398,1/29/2010,TH00078,Female,48,Thailand,Pacific Inn Hotel & Suites,4.6, 316 ,4%
DDTH00399,1/29/2010,TH00079,Male,56,Thailand,Odysse Suites,4.4, 161 ,13%
DDID00400,1/29/2010,ID00056,Female,45,Indonesia,Hotel Crossroads,4.4, 251 ,23%
DDSG00401,1/29/2010,SG00077,Male,49,Singapore,Villa Florence,4.4, 291 ,8%
DDID00402,1/29/2010,ID00057,Female,53,Indonesia,The Park Central,3.8, 98 ,12%
DDKH00403,1/30/2010,KH00041,Male,33,Cambodia,The Herbert Hotel,4.6, 209 ,6%
DDID00404,1/30/2010,ID00058,Male,27,Indonesia,The Upper House,4.3, 145 ,20%
DDSG00405,1/30/2010,SG00078,Female,44,Singapore,Embassy Suites,4.6, 291 ,12%
DDTH00406,1/30/2010,TH00080,Male,54,Thailand,ARIA Resort,3.8, 98 ,5%
DDTH00407,1/30/2010,TH00081,Female,19,Thailand,Croosroads,4.5, 136 ,9%
DDSG00408,1/30/2010,SG00079,Male,53,Singapore,Blissdom Motels,4.5, 329 ,21%
DDID00409,1/30/2010,ID00059,Female,51,Indonesia,The Paradise Inn,4.6, 316 ,3%
DDTH00410,1/30/2010,TH00082,Male,20,Thailand,The Hay-Adams,3.9, 116 ,11%
DDKH00411,1/30/2010,KH00042,Female,46,Cambodia,Sea Horizon,4.4, 223 ,21%
DDSG00412,1/30/2010,SG00080,Male,49,Singapore,Joy Hunch Inn,4.5, 357 ,5%
DDTH00413,1/30/2010,TH00083,Female,53,Thailand,West Isle Hotels,4.4, 161 ,15%
DDSG00414,1/30/2010,SG00081,Male,28,Singapore,Zion Hotel,4.3, 162 ,16%
DDTH00415,1/30/2010,TH00084,Female,49,Thailand,Southern Hospitality,4.1, 162 ,16%
DDTH00416,1/30/2010,TH00085,Female,34,Thailand,On The Road,4.5, 136 ,17%
DDPH00417,1/30/2010,PH00040,Male,46,Philippines,Rancho Valencia Resort & Spa,4.7, 309 ,20%
DDTH00418,1/30/2010,TH00086,Male,39,Thailand,The Goldberg Hotel,4.3, 162 ,3%
DDID00419,1/31/2010,ID00060,Female,24,Indonesia,White Dove Hotels,4.3, 158 ,10%
DDSG00420,1/31/2010,SG00082,Male,23,Singapore,Cabrillo Inn & Suites,4.2, 146 ,4%
DDTH00421,1/31/2010,TH00087,Male,19,Thailand,The Goldberg Hotel,4.6, 219 ,25%
DDID00422,1/31/2010,ID00061,Male,52,Indonesia,Helping Hands B&B,4.3, 158 ,11%
DDSG00423,1/31/2010,SG00083,Female,27,Singapore,Kimpton EPIC Hotel,4.2, 430 ,22%
DDSG00424,1/31/2010,SG00084,Male,36,Singapore,The River Hotel,4.6, 371 ,22%
DDSG00425,1/31/2010,SG00085,Male,42,Singapore,AC Hotel,4.6, 316 ,25%
DDID00426,1/31/2010,ID00062,Male,53,Indonesia,Brownstone Hotel,4.3, 155 ,12%
DDVN00427,1/31/2010,VN00033,Male,54,Vietnam,Happy Hotel,4.6, 202 ,20%
DDID00428,1/31/2010,ID00063,Male,31,Indonesia,Moss View,3.8, 93 ,25%
DDMY00429,1/31/2010,MY00079,Female,48,Malaysia,Lexington,4.2, 244 ,22%
DDID00430,2/1/2010,ID00064,Male,50,Indonesia,Wedgewood Resort,4.2, 302 ,20%
DDKH00431,2/1/2010,KH00043,Male,33,Cambodia,Comfort B&B,4.6, 291 ,13%
DDPH00432,2/1/2010,PH00041,Male,19,Philippines,Malibu Motel,4.1, 162 ,4%
DDSG00433,2/1/2010,SG00086,Female,56,Singapore,Haven Royale Motels,4.5, 338 ,23%
DDSG00434,2/1/2010,SG00087,Female,46,Singapore,Goldencrest Motel,4.5, 338 ,11%
DDTH00435,2/1/2010,TH00088,Female,55,Thailand,The Sebastian Hotel,4.3, 198 ,24%
DDSG00436,2/1/2010,SG00088,Female,49,Singapore,Majestic Hotel,4.6, 313 ,11%
DDPH00437,2/1/2010,PH00042,Female,33,Philippines,Westcoast Motels,4.1, 133 ,0%
DDMY00438,2/1/2010,MY00080,Male,53,Malaysia,Hollywood Sands,4.5, 136 ,15%
DDMY00439,2/1/2010,MY00081,Male,48,Malaysia,Isle Royale,4.2, 165 ,24%
DDVN00440,2/1/2010,VN00034,Female,47,Vietnam,Four Seasons,4.2, 430 ,18%
DDVN00441,2/1/2010,VN00035,Female,41,Vietnam,The Watson Hotel,4.4, 161 ,23%
DDTH00442,2/1/2010,TH00089,Male,43,Thailand,A To B&B,4.5, 214 ,20%
DDMY00443,2/1/2010,MY00082,Female,57,Malaysia,Shooting Star Motel,4.4, 291 ,1%
DDPH00444,2/1/2010,PH00043,Female,19,Philippines,Hotel deLuxe,4.5, 136 ,16%
DDKH00445,2/1/2010,KH00044,Male,45,Cambodia,Shilo Inns Rose Garden,3.9, 116 ,23%
DDPH00446,2/2/2010,PH00044,Male,51,Philippines,Little America Hotels,4.2, 244 ,20%
DDID00447,2/2/2010,ID00065,Female,25,Indonesia,The Scarlet House Inn,4.6, 371 ,24%
DDMY00448,2/2/2010,MY00083,Male,48,Malaysia,Home Away From Home,4.4, 173 ,10%
DDID00449,2/2/2010,ID00066,Male,43,Indonesia,Minimal Vacancy,4.1, 131 ,13%
DDTH00450,2/2/2010,TH00090,Female,23,Thailand,Starlight Motel,4.3, 158 ,15%
DDID00451,2/2/2010,ID00067,Male,49,Indonesia,Zzz Motel,4.4, 173 ,23%
DDTH00452,2/2/2010,TH00091,Female,49,Thailand,Sapphires Hotel,4.2, 154 ,6%
DDID00453,2/2/2010,ID00068,Female,48,Indonesia,Moss View,4.1, 132 ,1%
DDID00454,2/2/2010,ID00069,Male,48,Indonesia,Helping Hands B&B,4.3, 158 ,4%
DDSG00455,2/2/2010,SG00089,Female,32,Singapore,Happy Stay Hotel,4.1, 131 ,2%
DDTH00456,2/2/2010,TH00092,Female,42,Thailand,The Beekman,4.6, 222 ,13%
DDPH00457,2/2/2010,PH00045,Male,25,Philippines,Opportunity Resort,3.3, 88 ,11%
DDTH00458,2/2/2010,TH00093,Female,22,Thailand,Guild Downtown,4.4, 251 ,15%
DDVN00459,2/2/2010,VN00036,Female,56,Vietnam,Montage Kapalua Bay,4.6, 219 ,15%
DDTH00460,2/2/2010,TH00094,Male,44,Thailand,Cape Grace,4.4, 173 ,2%
DDTH00461,2/3/2010,TH00095,Male,33,Thailand,The Downton,4.4, 213 ,13%
DDTH00462,2/3/2010,TH00096,Male,27,Thailand,The Emperor’s Villa,4.4, 151 ,11%
DDMY00463,2/3/2010,MY00084,Female,58,Malaysia,Hello Hotel,4.2, 430 ,16%
DDSG00464,2/3/2010,SG00090,Male,25,Singapore,Hotel Tropicana,4.5, 338 ,4%
DDMY00465,2/3/2010,MY00085,Female,30,Malaysia,Galaxy,4.3, 125 ,9%
DDMY00466,2/3/2010,MY00086,Female,22,Malaysia,The Corner Motel,4.4, 291 ,6%
DDSG00467,2/3/2010,SG00091,Male,28,Singapore,Scarlet Bliss Hotels,4.6, 291 ,8%
DDSG00468,2/3/2010,SG00092,Female,27,Singapore,Galaxy,4.5, 214 ,7%
DDTH00469,2/3/2010,TH00097,Male,21,Thailand,Hotel Elite,4.6, 219 ,10%
DDSG00470,2/3/2010,SG00093,Male,49,Singapore,Beachwalk Resort,3.7, 80 ,13%
DDID00471,2/3/2010,ID00070,Female,33,Indonesia,Motel On Main,3.8, 99 ,19%
DDSG00472,2/3/2010,SG00094,Male,34,Singapore,La Parisienne,4.6, 431 ,13%
DDVN00473,2/4/2010,VN00037,Female,28,Vietnam,Main Street Motel,4.2, 234 ,2%
DDTH00474,2/4/2010,TH00098,Male,27,Thailand,Jade Mountain,4.6, 306 ,4%
DDMY00475,2/4/2010,MY00087,Male,49,Malaysia,Belmond,4.6, 371 ,24%
DDSG00476,2/4/2010,SG00095,Male,57,Singapore,Hilltop Heaven Resort,4.2, 254 ,20%
DDKH00477,2/4/2010,KH00045,Female,50,Cambodia,The Westin,4.5, 253 ,24%
DDID00478,2/4/2010,ID00071,Female,30,Indonesia,HomeTown Partners,3.8, 98 ,22%
DDTH00479,2/4/2010,TH00099,Male,25,Thailand,Rooftop Resort,4.4, 223 ,20%
DDMY00480,2/4/2010,MY00088,Female,31,Malaysia,Quality Suites,4.6, 333 ,21%
DDSG00481,2/5/2010,SG00096,Female,31,Singapore,Shady Oaks B&B,4.1, 123 ,18%
DDTH00482,2/5/2010,TH00100,Female,49,Thailand,Isle Royale,4.2, 144 ,17%
DDMY00483,2/5/2010,MY00089,Male,31,Malaysia,Starlight,4.2, 430 ,3%
DDMY00484,2/5/2010,MY00090,Male,58,Malaysia,The Resting Place,4.5, 214 ,24%
DDSG00485,2/5/2010,SG00097,Female,57,Singapore,Redstone,4.6, 222 ,10%
DDKH00486,2/5/2010,KH00046,Male,38,Cambodia,Hotel Elite,4.6, 333 ,16%
DDID00487,2/5/2010,ID00072,Female,38,Indonesia,Sizzling inn,3.8, 99 ,2%
DDPH00488,2/5/2010,PH00046,Female,21,Philippines,Juniper Log Inn,4.5, 136 ,0%
DDID00489,2/5/2010,ID00073,Female,57,Indonesia,Knights Inn,4.4, 291 ,2%
DDMY00490,2/5/2010,MY00091,Female,23,Malaysia,The Palazzo,4.4, 223 ,1%
DDTH00491,2/5/2010,TH00101,Female,56,Thailand,A Touch of Heaven Hotel,4.6, 333 ,2%
DDKH00492,2/5/2010,KH00047,Male,51,Cambodia,Noble Dune,3.8, 98 ,0%
DDID00493,2/5/2010,ID00074,Female,49,Indonesia,Alaska’s Island Resort,4.6, 313 ,16%
DDTH00494,2/6/2010,TH00102,Female,53,Thailand,West Isle Hotels,4.6, 333 ,9%
DDPH00495,2/6/2010,PH00047,Male,33,Philippines,The Mc Star Isle,4.2, 146 ,10%
DDVN00496,2/6/2010,VN00038,Male,21,Vietnam,Coastline Bay Hotel,4.1, 121 ,2%
DDSG00497,2/6/2010,SG00098,Female,36,Singapore,The Gwen,3.9, 116 ,1%
DDMY00498,2/6/2010,MY00092,Male,29,Malaysia,Ritz-Carlton Hotel,3.3, 88 ,11%
DDSG00499,2/6/2010,SG00099,Male,33,Singapore,Beacon Hill Guest House,3.8, 99 ,21%
DDTH00500,2/6/2010,TH00103,Male,33,Thailand,The Mosser Hotel,4.3, 243 ,14%
